Module Code,Title,Credits
MI4007,BUSINESS INFORMATION MANAGEMENT ,6
MI4305,DATA AND DECISION MAKING IN ORGANISATIONS ,6
MI4407,SOCIAL AND ECONOMIC PERSPECTIVES OF INFORMATION ,6
MI4408,STRATEGY AND KNOWLEDGE MANAGEMENT ,6
MI4903,BUSINESS INFORMATION MANAGEMENT ,6
MI5101,INFORMATION SYSTEMS 1 ,6
MI5102,INFORMATION SYSTEMS 2 ,6
MI5122,MANAGEMENT INFORMATION SYSTEMS ,6
MI6001,KNOWLEDGE AND INFORMATION MANAGEMENT ,6
MI6002,KNOWLEDGE AND INFORMATION MANAGEMENT IN PROJECT ,6
MI6003,INFORMATION AND KNOWLEDGE MANAGEMENT ,6
MI6103,DIGITAL FUTURES LAB ,12
MI6201,DATA AND ANALYTICAL DECISION MAKING ,6
MI6303,BUSINESS ANALYTICS SIMULATION ,18
MI6902,KNOWLEDGE AND INFORMATION MANAGEMENT IN PROJECT ,6
MK2001,IRISH MARKETING ENVIRONMENT ,6
MK2913,MARKETING IN THE EQUINE INDUSTRY ,6
MK3001,PRINCIPLES OF MARKETING ,6
MK3002,SMALL FIRM MARKETING ,6
MK3004,MARKETING COMMUNICATIONS ,6
MK3012,SERVICES MARKETING ,6
MK4002,MARKETING ,6
MK4004,CONSUMPTION AND CONSUMER CULTURE ,6
MK4005,MARKETING INTELLIGENCE ,6
MK4006,MARKETING MANAGEMENT (NON BUSINESS) ,6
MK4007,APPLIED MARKETING 1 ,6
MK4008,APPLIED MARKETING 2 ,6
MK4014,BRANDING ,6
MK4015,Marketing ,9
MK4017,MARKETING LEADERSHIP ,6
MK4018,"INTERACTION, RELATIONSHIPS AND NETWORKS ",6
MK4025,MARKETING COMMUNICATIONS ,6
MK4027,STRATEGIC BRAND MANAGEMENT ,6
MK4028,PUBLIC RELATIONS AND MARKETING IN EXERCISE AND ,6
MK4035,MARKETING RESEARCH ,6
MK4038,MARKETING RELATIONSHIPS AND NETWORKS ,6
MK4045,DIGITAL MARKETING ,6
MK4094,INDUSTRIAL PURCHASING AND MARKETING ,6
MK4603,MARKETING ,6
MK4606,MARKETING IN EQUINE INDUSTRY ,6
MK4904,MARKETING: CONCEPT AND PHILOSOPHY ,6
MK4905,MARKETING LEADERSHIP ,6
MK5102,MARKET AND ENTERPRISE PLANNING ,6
MK5112,STRATEGIC MARKETING FOR TOURISM ,6
MK5121,TOURISM SERVICES MARKETING ,6
MK5131,MARKETING COMMUNICATIONS IN A DIGITAL AGE ,6
MK5132,MARKETING RESEARCH & INTELLIGENCE ,6
MK5141,MARKETING MANAGEMENT (IN-COMPANY PROJECT) ,6
MK5142,CONSUMER BEHAVIOUR ,6
MK5151,UNDERSTANDING MARKET RELATIONSHIPS ,6
MK5152,MARKETING PRINCIPLES ,6
MK6002,MARKET ORIENTATION AND CUSTOMER FOCUS ,6
MK6003,RELATIONSHIP MARKETING ,6
MK6004,AIRLINE MARKETING ,6
MK6012,INTERNATIONAL MARKETING ,9
MK6013,STRATEGIC SALES MANAGEMENT ,3
MK6022,INTERNATIONAL MARKETING ,6
MK6023,DIGITAL MARKETING ,3
MK6101,MARKETING MANAGEMENT ,6
MK6102,"DIGITAL ORGANISATIONS, MARKETS AND CONSUMERS ",6
MK6103,Research Paper ,30
MK6111,MARKETING THEORY ,9
MK6112,Marketing Leadership ,6
MK6121,Marketing and Society ,6
MK6122,Consumer Ethnography ,9
MK6131,Consumption and Consumer Culture ,6
MK6132,Marketing in Popular Culture ,6
MK6141,Research Philosphy and Methodology in Marketing ,9
MK6142,Marketing in Action ,9
MK6152,DIGITAL AND SOCIAL MEDIA MARKETING ,6
MK6162,STRATEGIC MARKETING DECISION MAKING ,6
MK6172,ETHNOGRAPHY FOR CONSUMER RESEARCH ,6
MN2001,SUSTAINABILITY MANAGEMENT IN PRACTICE ,9
MN2002,PROFESSIONAL PURCHASING ,9
MN2003,PUBLIC PROCUREMENT PROJECT 1 ,9
MN2011,LEADERSHIP AND GOVERNANCE FOR SOCIAL IMPACT AND ,6
MN3001,PROJECT MANAGEMENT PRINCIPLES ,6
MN3002,MANAGING PROJECT QUALITY ,9
MN3003,PROJECT INITIATION AND PLANNING ,9
MN3004,PROJECT ASSIGNMENT AND REPORT ,12
MN3011,PROJECT LEADERSHIP AND TEAMS ,6
MN3012,MANAGING PROJECT RISK ,6
MN3013,"PROJECT EXECUTION, CONTROL AND CLOSURE ",9
MN3014,PROJECT SOFTWARE APPLICATIONS ,9
MN3022,PROJECT A ,6
MN3023,PROJECT ASSIGNMENT AND REPORT ,12
MN3024,"PROJECT HEALTH, SAFETY AND ENVIRONMENT ",9
MN3032,PUBLIC SECTOR PROCUREMENT - LEGAL FRAMEWORK ,6
MN3033,PUBLIC PROCUREMENT PROJECT 2 ,6
MN3042,PUBLIC PROCUREMENT COMPLIANCE AND SUPPORT ,6
MN3111,INTRODUCTION TO PROJECT MANAGEMENT (DE) ,3
MN3112,GENERAL MANAGEMENT PRINCIPLES (DE) ,9
MN3121,HUMAN RELATIONS AND BEHAVIOUR ,9
MN3122,COMPUTER SYSTEMS AND APPLICATIONS ,9
MN3211,COMMUNICATION SKILLS (DE) ,9
MN3212,THE PROJECTS APPROACH (DE) ,9
MN3221,QUANTITATIVE METHODS (DE) ,6
MN3222,"HEALTH, SAFETY AND ENVIRONMENT (DE) ",9
MN3311,MATHS FOR PROJECT MANAGEMENT (DE) ,9
MN3312,"PLANNING, SCHEDULING AND CONTROL (DE) ",9
MN3321,PROJECT ASSIGNMENT AND REPORT ,3
MN3322,QUALITY GOALS AND THEIR ACHIEVEMENT ,9
MN3422,PROJECT ASSIGNMENT AND REPORT (DE) ,12
MN3521,PROJECT FINANCE AND ACCOUNTING ,9
MN4003,PROJECT MANAGEMENT ,6
MN4007,PROJECT MANAGEMENT THEORY AND PRACTICE ,6
MN4907,PROJECT MANAGEMENT ,6
MN5101,SYSTEMS APPROACH: AN INTROD TO PROJECT ,9
MN5102,PROJECT MANAGEMENT PROCEDURES AND TECHNIQUES ,6
MN5112,PROJECT PLANNING AND CONTROL ,6
MN5122,PROJECT MANAGEMENT RESEARCH PROJECT ,6
MN5131,STRATEGIC LEADERSHIP PRACTICES ,12
MN5132,DECISION ANALYSIS IN PROJECTS (B) ,6
MN5141,FUTURE FOCUSED PROFESSIONAL PORTFOLIO 1 ,3
MN5142,APPLIED STRATEGIC LEADERSHIP ,12
MN5152,FUTURE FOCUSED PROFESSIONAL PORTFOLIO 2 ,3
MN5811,FUNDAMENTALS OF PROJECT CHANGE MANAGEMENT ,9
MN5812,ORGANISATIONS AND ORGANISATIONAL BEHAVIOUR ,9
MN5814,QUANTITATIVE METHODS ,6
MN5821,MANAGEMENT INFORMATION SYSTEMS ,6
MN5822,PROJECT MANAGEMENT PROCEDURES AND TECHNIQUES A ,6
MN5823,PROJECT PLANNING AND CONTROL A ,6
MN5824,DECISION ANALYSIS IN PROJECTS ,6
MN5825,THESIS 1 ,6
MN5826,STRATEGIC MANAGEMENT ,6
MN6001,PROJECT MANAGEMENT SCIENCE AND PRINCIPLES ,6
MN6002,RESEARCH METHODS ,6
MN6003,RESEARCH PAPER 1 (MPM) ,6
MN6004,MANAGING PROJECTS AND OPERATIONS ,6
MN6011,DECISION ANALYSIS AND JUDGEMENT IN PROJECTS ,6
MN6012,STRATEGIC MANAGEMENT ,6
MN6013,PROJECT MANAGEMENT SIMULATION ,12
MN6014,RESEARCH PAPER 2 (MPM) ,12
MN6021,RESEARCH IN PROJECTS AND ORGANISATIONS ,6
MN6022,STRATEGY FORMULATION AND IMPLEMENTATION ,6
MN6023,RESEARCH PROJECT A - IN COMPANY ,18
MN6024,PROJECT PROCUREMENT AND CONTRACTING ,6
MN6031,PROJECT PLANNING AND CONTROL ,6
MN6033,RESEARCH PROJECT B - CONFIRMATION PAPER ,18
MN6041,PROJECT MANAGEMENT IN PRACTICE ,6
MN6042,COMMERCIAL MANAGEMENT OF PROJECTS ,6
MN6052,INTERNATIONAL PROJECT MANAGEMENT ,6
MN6062,PROJECT MANAGEMENT ,6
MN6072,PROJECT LEADERSHIP AND GOVERNANCE ,6
MN6122,PROJECT MGMT RESEARCH PROJECT ,12
MN6203,PROJECT MANAGEMENT PROCEDURE AND TECHNIQUES ,6
MN6204,QUALITY MANAGEMENT IN PROJECTS ,6
MN6213,PROJECT PLANNING AND CONTROL ,6
MN6223,DISSERTATION BY RESEARCH 1 ,6
MN6224,DISSERTATION BY RESEARCH 2 ,12
MN6810,THESIS 2 ,12
MN6812,PROJECT MANAGEMENT PROCEDURES AND TECHNIQUES B ,6
MN6813,PROJECT PLANNING AND CONTROL B ,6
MN6814,HUMAN RESOURCE MANAGEMENT ,6
MN6816,THESIS 3 ,6
MN6817,BUSINESS ACCOUNTING AND FINANCE ,6
MN6821,QUALITY MANAGEMENT ,6
MN6823,BUSINESS ECONOMICS ,6
MN6824,THESIS 4 ,12
MN6825,PROJECT PROCUREMENT AND CONTRACTING ,6
MN6832,RESEARCH METHODS (MPM) ,6
MN6833,RESEARCH PAPER 1 (MPM) ,6
MN6834,RESEARCH PAPER 2 (MPM) ,12
MN6901,PROJECT AND PROGRAMME MANAGEMENT SCIENCE AND ,6
MN6902,"PROJECT LEADERSHIP, SUSTAINABILITY AND GOVERNANCE ",6
MN6903,IN-COMPANY PROJECT ,12
MN6911,PROJECT AND PROGRAMME PLANNING AND CONTROL ,6
MN6912,"PROGRAMME VALUE, RISK AND DECISION MAKING ",6
MN6913,RESEARCH PAPER ,18
MN6921,STRATEGIC MANAGEMENT AND PROGRAMMES ,6
MN6922,INTERNATIONAL PROJECT MANAGEMENT ,6
MN6931,COMMERCIAL MANAGEMENT OF PROJECTS ,6
MN6932,PROJECT LEADERSHIP AND GOVERNANCE ,6
MN6941,RESEARCH IN PROJECTS AND ORGANISATIONS ,6
MP2001,SOCIAL INNOVATION FOR VALUE CREATION ,6
MP2002,STRATEGIES FOR SCALING THE SOCIAL ENTERPRISE ,6
MP2012,COMMUNICATING IMPACT AND DEVELOPING THE BUSINESS ,6
MP6001,ESTABLISHING NEW VENTURES ,6
MP6002,INTERNATIONAL SMALL BUSINESS PLANNING/CONSULTING ,6
MP6003,INTERNATIONAL ENTREPRENEURSHIP MANAGEMENT THESIS ,30
MP6004,"CREATIVITY, INNOVATION AND ENTREPRENEURSHIP ",6
MP6011,ENTREPRENEURIAL MARKETING AND RESEARCH METHODS ,6
MP6012,INTERNATIONALISING ENTREPRENEURIAL VENTURES ,6
MP6013,BUSINESS SIMULATION ,6
MP6014,"CREATIVITY, INNOVATION AND ENTREPRENEURSHIP ",6
MP6021,MANAGING INNOVATION AND INTRAPRENEURSHI ,6
MP6022,MANAGING INTERNATIONAL BUSINESS GROWTH ,6
MP6023,DISSERTATION ,24
MP6031,ESTABLISHING INTERNATIONAL VENTURES ,6
MP6032,FAMILY BUSINESSES: GENERATIONAL CHALLENGES AND ,6
MP6033,STRATEGIC COMMERCIALISATION PROJECT ,24
MP6041,NEW VENTURE MARKETING AND SALES STRATEGIES ,6
MP6042,STRATEGIC INTERNATIONAL VENTURE GROWTH ,6
MP6051,MANAGING CREATIVITY AND INNOVATION ,6
MP6052,INTERNATIONAL BUSINESS CONSULTING ,6
MP6061,INFORMATION MANAGEMENT FOR SMALL AND MEDIUM ,3
MP6062,RESEARCH METHODS ,3
MP8002,"ENTREPRENEURIAL, CREATIVE AND INNOVATIVE THINKING ",6
NG9102,FINANCIAL ECONOMETRICS 2 ,10
NG9103,PROJECT ,30
NG9112,SEMINAR IN FINANCE AND INFORMATION SYSTEMS ,5
NG9122,INFORMATION SYSTEMS MANAGEMENT ,5
NG9132,DECISION SYSTEMS AND BUSINESS ANALYTICS ,5
NG9142,INFORMATION SYSTEMS INNOVATION ,5
NG9152,INFORMATION SYSTEMS SECURITY AND ETHICS ,5
NG9162,ENTERPRISE SYSTEMS ,5
NG9172,ELECTRONIC COMMERCE STRATEGY ,5
NG9182,INTERNATIONAL FINANCE ,10
NG9192,ENTERPRISE SYSTEMS ,5
PM2001,DEVELOPING PROFESSIONAL COMPETENCY ,3
PM2002,CONTINUING PROFESSIONAL DEVELOPMENT ,3
PM2011,SELECTING THE TEAM ,6
PM2012,TEAM BUILDING ,6
PM2021,SELECTING THE TEAM ,6
PM2022,MOTIVATING THE TEAM ,6
PM2031,MOTIVATING THE TEAM ,6
PM2041,HUMAN RESOURCE MANAGEMENT ,9
PM2042,REFLECTIVE LEARNING JOURNAL ,6
PM2052,REFLECTIVE LEARNING JOURNAL ,6
PM2062,MANAGING PERFORMANCE ,6
PM2072,MANAGING EMPLOYEE RELATIONS ,6
PM2082,MANAGING CHANGE AND CONFLICT ,6
PM2092,HUMAN RESOURCE MANAGEMENT SKILLS ,9
PM2101,PERSONNEL MANAGEMENT ,9
PM2102,INDUSTRIAL RELATIONS AND EMPLOYMENT LAW ,9
PM2111,HUMAN RESOURCE DEVELOPMENT ,9
PM2112,PERSONNEL MANAGEMENT SKILLS ,9
PM2121,Project A ,9
PM2122,PROJECT B ,9
PM2132,EMPLOYMENT RELATIONS ,9
PM3002,BEHAVIOUR IN ORGANISATIONS 2 ,6
PM3012,ORGANISATIONAL BEHAVIOUR 2 ,6
PM3013,HR MANAGEMENT AND DEVELOPMENT ,6
PM3021,HR MANAGEMENT AND DEVELOPMENT ,6
PM3022,HUMAN RESOURCE MANAGEMENT AND DEVELOPMENT ,6
PM3031,BEHAVIOUR IN ORGANISATIONS 1 ,6
PM3032,HUMAN RELATIONS AND BEHAVIOUR ,9
PM3041,EMPLOYEE RELATIONS ,6
PM3071,RESEARCH AND COMMUNICATION ,6
PM3081,ORGANISATIONAL BEHAVIOUR 1 ,6
PM3091,EMPLOYEE RELATIONS ,6
PM3501,ORGANISATIONAL BEHAVIOUR (HEALTH SERVICES) ,6
PM3502,HUMAN RESOURCE MANAGEMENT AND EMPLOYEE ,6
PM4002,ORGANISATIONAL BEHAVIOUR 1 ,6
PM4003,HUMAN RESOURCE MANAGEMENT 1 ,6
PM4004,EMPLOYMENT RELATIONS 1 ,6
PM4005,MANAGEMENT CONSULTING ,6
PM4006,RESEARCH METHODS ,9
PM4007,ORGANISATIONAL BEHAVIOUR 3 ,6
PM4008,EMPLOYMENT RELATIONS PRACTICE ,6
PM4012,ORGANISATIONAL BEHAVIOUR ,9
PM4013,PRINCIPLES OF HUMAN RESOURCE MANAGEMENT ,6
PM4014,HUMAN RESOURCE DEVELOPMENT ,6
PM4015,EMPLOYMENT RELATIONS 2 ,6
PM4017,HUMAN RESOURCE PRACTICE ,6
PM4018,Personnel Management Practice ,9
PM4022,PRINCIPLES OF ORGANISATIONAL BEHAVIOUR ,6
PM4024,ORGANISATIONAL BEHAVIOUR 2 ,6
PM4025,IRISH INDUSTRIAL RELATIONS ,9
PM4027,SOCIAL PSYCHOLOGY OF ORGANISATIONS ,6
PM4028,PSYCHOMETRICS AND PSYCHOLOGICAL TESTING ,6
PM4034,HUMAN RESOURCE MANAGEMENT ,9
PM4035,THE PSYCHOLOGY OF WORK ,6
PM4037,COLLABORATIVE LEARNING 1 ,3
PM4038,HUMAN RESOURCE MANAGEMENT 2 ,6
PM4044,EMPLOYMENT RELATIONS: THEORY AND DEVELOPMENTS ,6
PM4045,THEORETICAL PERSPECTIVES ON EMPLOYMENT RELATIONS ,6
PM4047,COMMUNICATION AND INTERPERSONAL SKILLS ,3
PM4048,COLLABORATIVE LEARNING 2 ,3
PM4054,APPLIED ORGANISATIONAL BEHAVIOUR ,6
PM4055,CRITICAL PERSPECTIVES ON EMPLOYMENT RELATIONS ,6
PM4057,LEARNING TO LEARN 1 ,3
PM4058,LEARNING TO LEARN 2 ,3
PM4064,EMPLOYMENT RELATIONS ,6
PM4067,CONTEMPORARY ISSUES IN ORGANISATIONAL BEHAVIOUR ,6
PM4068,REFLECTIVE PRACTICE ,3
PM4077,HR ANALYTICS ,6
PM4078,HUMAN RESOURCE MANAGEMENT: CONTEXT AND STRATEGY ,6
PM4088,HUMAN RESOURCE MANAGEMENT IN EXERCISE AND HEALTH ,6
PM4098,CONTEMPORARY HUMAN RESOURCE MANAGEMENT: ,6
PM4101,HUMAN RESOURCE MANAGEMENT IN CONTEXT ,6
PM4102,HUMAN RESOURCE MANAGEMENT SKILLS AND PRACTICE ,6
PM4108,THE PSYCHOLOGY OF CAREER SUCCESS ,6
PM4202,CONTEMPORARY EMPLOYMENT RELATIONS ,6
PM4325,ORGANISATION BEHAVIOUR 1 ,6
PM4427,EMPLOYEE DEVELOPMENT ,6
PM4428,ORGANISATION BEHAVIOUR 2 ,6
PM4603,EMPLOYEE RELATIONS FOR ENGINEERING AND SCIENCE ,6
PM4613,PERSONNEL MANAGEMENT 1 ,6
PM4803,LEADERS AND LEADERSHIP DEVELOPMENT ,9
PM4813,CONTEMPORARY PERSPECTIVES ON WORK AND ,6
PM4902,WOMEN MANAGEMENT AND ORGANISATION ,6
PM4903,ORGANISATION BEHAVIOUR 1 ,6
PM4904,ORGANISATION BEHAVIOUR 2 ,6
PM4905,HUMAN RESOURCE MANAGEMENT B ,6
PM4906,HUMAN RESOURCE MANAGEMENT C ,6
PM4907,STRATEGIC HUMAN RESOURCE MANAGEMENT ,6
PM4908,PSYCHOMETRICS AND PSYCHOLOGICAL TESTING ,6
PM4911,INTRODUCTION TO PEOPLE MANAGEMENT ,9
PM4912,FUNDAMENTALS OF ORGANISATIONAL BEHAVIOUR ,9
PM4913,MANAGING INFORMATION ,6
PM4915,HUMAN RESOURCE DEVELOPMENT 1 ,6
PM4916,EMPLOYMENT RELATIONS 2 ,6
PM4918,ORGANISATION BEHAVIOUR 3 ,6
PM4921,FUNDAMENTALS OF EMPLOYMENT RELATIONS ,9
PM4922,FUNDAMENTALS OF LEARNING AND DEVELOPMENT ,9
PM4923,MANAGING FOR RESULTS ,6
PM4924,CONTINUINING PROFESSIONAL DEVELOPMENT 1 ,6
PM4925,EMPLOYMENT RELATIONS 1 ,6
PM4926,HUMAN RESOURCE DEVELOPMENT 2 ,6
PM4928,INTERNATIONAL HUMAN RESOURCE MANAGEMENT ,6
PM4931,EMPLOYEE RESOURCING SKILLS AND DIGITALISATION ,9
PM4932,EVIDENCE-BASED HRM AND THE DIGITAL WORKPLACE ,15
PM4934,ORGANISATIONAL BEHAVIOUR ,6
PM4935,DEVELOPING PROFESSIONAL COMPETENCE 2 ,6
PM4936,CONTINUING PROFESSIONAL DEVELOPMENT 2 ,6
PM4938,CONTINUINING PROFESSIONAL DEVELOPMENT 3 ,6
PM4941,HUMAN RESOURCE MANAGEMENT IN A DIGITALISED WORLD ,9
PM4942,CRITICAL PERSPECTIVES ON WORK ,9
PM4943,HUMAN RESOUCE MANAGEMENT ,6
PM4944,HUMAN RESOURCE DEVELOPMENT 1 ,9
PM4947,MANAGEMENT REPORT A ,6
PM4948,MANAGEMENT REPORT B ,6
PM4951,CONTEMPORARY REGULATION OF WORK ,9
PM4952,LEARNING AND DEVELOPMENT IN ORGANISATIONS ,9
PM4953,REFLECTIVE LEARNING AND CONTINUING PROFESSIONAL ,6
PM4956,EMPLOYMENT RELATIONS ,6
PM4961,APPLIED ORGANISATIONAL BEHAVIOUR ,9
PM4962,HRM SKILLS IN A DIGITALISED WORKPLACE ,9
PM4963,ORGANISATION BEHAVIOUR 1 ,9
PM4964,THE CHANGING WORLD OF WORK AND EMPLOYMENT ,9
PM4965,HRM PRACTICE WORKSHOP ,6
PM4974,MANAGING HUMAN RESOURCE MANAGEMENT IN A GLOBAL ,9
PM4983,AUTOMATION AND THE FUTURE OF WORK ,9
PM4984,CONTEMPORARY ISSUES IN ORGANISATIONAL BEHAVIOUR ,9
PM4993,WORKPLACE CONFLICT RESOLUTION ,9
PM5000,MASTERS PROJECT C ,15
PM5001,MASTER PROJECT A ,15
PM5002,MASTERS PROJECT B ,15
PM5011,SUSTAINABLE ORGANISATIONS AND DECISION MAKING ,6
PM5012,DIGITAL TRANSFORMATION OF WORK AND THE ,6
PM5022,DESIGNING WORK INTO THE FUTURE ,6
PM5101,PERSONNEL MANAGEMENT A ,6
PM5111,ORGANISATIONS AND ORGANISATIONAL BEHAVIOUR ,9
PM5301,HUMAN RESOURCE MANAGEMENT IN TRANSITION ,6
PM5302,EUROPEAN HUMAN RESOURCE MANAGEMENT IN ,6
PM5311,PSYCHOLOGY OF STRATEGIC DECISION MAKING AND ,9
PM5314,THE PSYCHOLOGY OF WORK AND WORKING LIFE ,6
PM5322,THEORY OF CAREER DEVELOPMENT AND BEHAVIOUR ,6
PM5342,INTERNATIONAL INNOVATIONS IN HUMAN RES MGMT ,9
PM5402,QUALITY MANAGEMENT II ,6
PM6002,"PERSONNEL PSYCHOLOGY, SELECTION AND ASSESSMENT ",9
PM6003,STRATEGIC HUMAN RESOURCE MANAGEMENT ,6
PM6011,ORGANISATIONAL THEORY ,6
PM6013,STRATEGIC HUMAN RESOURCE DEVELOPMENT ,3
PM6021,PSYCHOLOGY OF EMPLOYMENT RELATIONS ,6
PM6022,PROFESSIONAL SKILLS LABORATORY ,9
PM6023,HUMAN RESOURCE MANAGEMENT ,6
PM6031,ORGANISATIONAL RESEARCH DESIGN AND METHODS ,9
PM6032,THESIS A (WORK AND ORGANISATIONAL PSYCHOLOGY) ,15
PM6033,DISSERTATION 1 ,15
PM6041,PSYCHOLOGY OF DECISION MAKING AND ORGANISATIONAL ,9
PM6043,DISSERTATION 2 ,15
PM6051,HUMAN RESOURCE MANAGEMENT FOR SMALL BUSINESSES ,6
PM6052,INTERNATIONAL HUMAN RESOURCE MANAGEMENT ,6
PM6053,DISSERTATION A (WORK AND ORGANISATIONAL ,15
PM6061,ORGANISATIONAL BEHAVIOUR ,6
PM6062,INTERNATIONAL STUDY TRIP ,3
PM6063,DISSERTATION B (WORK AND ORGANISATIONAL ,15
PM6071,RESEARCH METHODS 1 ,3
PM6072,"LEADERSHIP, INFLUENCE AND CHANGE ",6
PM6073,THESIS A (WORK AND ORGANISATIONAL BEHAVIOUR) ,15
PM6081,RESEARCH METHODS ,9
PM6082,HUMAN RESOURCE MANAGEMENT FOR SMALL AND MEDIUM ,6
PM6083,THESIS B (WORK AND ORGANISATIONAL BEHAVIOUR) ,15
PM6091,ORGANISATIONS AND ORGANISATIONAL BEHAVIOUR ,9
PM6100,THESIS B (WORK AND ORGANISATIONAL PSYCHOLOGY) ,15
PM6101,ORGANISATIONAL BEHAVIOUR ,6
PM6102,HUMAN RESOURCE MANAGEMENT ,6
PM6103,DISSERTATION A ,15
PM6110,PSYCHOMETRIC ASSESSMENT CERTIFICATE - LEVELS A AND ,3
PM6111,PEOPLE AND BEHAVIOUR IN PROJECTS ,6
PM6113,DISSERTATION B ,15
PM6121,M.S.c. THESIS PROPOSAL ,3
PM6122,RESEARCH SKILLS DEVELOPMENT ,3
PM6131,RESEARCH METHODS ,6
PM6132,WORKPLACE LEARNING AND DEVELOPMENT ,6
PM6141,THE PSYCHOLOGY OF DECISION MAKING AND ,6
PM6142,NEGOTIATIONS AND CONFLICT MANAGEMENT ,6
PM6151,PROFESSIONAL SKILLS LABORATORY ,6
PM6152,"PERSONNEL PSYCHOLOGY, SELECTION AND ASSESSMENT ",6
PM6161,THE PSYCHOLOGY OF LEADERSHIP AND CHANGE ,6
PM6162,WELLBEING AND WORK ,6
PM6171,COMPARATIVE EMPLOYMENT RELATIONS ,6
PM6172,MANAGING PERFORMANCE IN ORGANISATIONS ,6
PM6181,CONTEMPORARY ISSUES IN HUMAN RESOURCE ,6
PM6182,PSYCHOMETRIC TESTING ,3
PM6203,HUMAN RESOURCES MANAGEMENT ,6
PM6204,HUMAN RESOURCE MANAGEMENT ,6
PM6301,THEORY AND PRACTICE OF NEGOTIATIONS ,9
PM6303,MANAGING THE EMPLOYMENT RELATIONSHIP ,6
PM6312,COMPARATIVE INDUSTRIAL RELATIONS ,6
PM6331,ORGANISATIONAL AND WORK DESIGN ,6
PM6901,PEOPLE AND BEHAVIOUR IN PROJECTS ,6
RM8012,RESEARCH IMPACT : BRIDGING THE GAP BETWEEN RIGOUR ,6
SG6002,CORPORATE RESPONSIBILITY ,6
SG8002,PHILOSOPHY OF SCIENCE ,6
TM4005,CRITICAL ISSUES IN TOURISM ,6
TM4007,IRISH TOURISM POLICY ANALYSIS ,6
TM5100,THESIS ,15
TM5102,INTERNATIONAL TOURISM TRENDS ,6
TM5110,THESIS B ,15
TM5111,TOURISM PRINCIPLES AND PRACTICE ,6
TM5112,TOURISM PLANNING AND DEVELOPMENT ,6
TM5120,THESIS C ,6
TM5132,RESEARCH METHODS 2 ,6
TM6002,RESEARCH PRACTICES IN TOURISM ,6
TT3001,APPLIED INCOME TAXES ,9
TT3011,APPLIED CAPITAL TAXES ,6
TT3021,APPLIED INDIRECT TAXES ,9
TT3022,APPLIED CORPORATION TAX ,9
TT3031,FINANCIAL ACCOUNTING FOR TAX ADMINISTRATION ,9
TT3032,TRANSFER PRICING ,9
TT3042,APPLIED CUSTOMS ,9
TT3052,TAX COLLECTION AND COMPLIANCE ,9
TT3062,ADVANCED CORPORATION TAX ,9
TT4006,CORPORATION TAX ,6
TT4007,INTERNATIONAL TAX ISSUES ,6
TT4008,REVENUE LAW ,6
TT4013,REVENUE AUDIT 1 ,6
TT4014,CAPITAL GAINS TAX ,6
TT4015,REVENUE AUDIT 3 ,3
TT4017,ADVANCED ACCOUNTING ,6
TT4018,ADVANCED TAX ISSUES ,6
TT4023,VALUE ADDED TAX 1 ,12
TT4024,REVENUE AUDIT 2 ,12
TT4025,VALUED ADDED TAX 2 ,6
TT4027,PRINCIPLES OF ECONOMICS ,6
TT4028,SCHEDULE D 1 ,6
TT4033,PERSONAL TAX 1 ,6
TT4034,VALUE ADDED TAX INTERMEDIATE ,6
TT4037,FINAL YEAR PROJECT 1 ,6
TT4038,ISSUES IN PUBLIC FINANCE ,6
TT4039,VALUE ADDED TAX 1 ,6
TT4040,VALUED ADDED TAX 2 ,6
TT4041,VALUED ADDED TAX 3 ,6
TT4043,VALUE ADDED TAX FOUNDATION ,6
TT4044,REVENUE AUDIT INTERMEDIATE ,6
TT4047,LAW AND TAXATION OF PROPERTY TRANSACTIONS 1 ,6
TT4048,FINAL YEAR PROJECT ,6
TT4051,FINANCIAL ACCOUNTING 1 ,6
TT4052,FINANCIAL ACCOUNTING 2 ,12
TT4053,REVENUE AUDIT FOUNDATION ,12
TT4057,FINANCIAL SERVICES 1 ,6
TT4058,LAW AND TAXATION OF PROPERTY TRANSACTIONS 2 ,6
TT4061,CUSTOMS ,9
TT4063,INDIRECT TAXES FOUNDATION ,6
TT4064,SCHEDLUE D - MODULE 2 ,6
TT4065,INTRODUCTION TO ACCOUNTING (BOOK KEEPING) ,6
TT4067,CORPORATE REPORTING ,6
TT4068,FINANCIAL SERVICES 2 ,6
TT4071,ADVANCED CORPORATION TAX ,9
TT4074,FIDUCIARY AUDIT ,12
TT4077,SOCIAL ADMINISTRATION AND TAX ,6
TT4078,RISK MANAGEMENT AND GOVERNANCE IN THE PUBLIC ,6
TT4081,TAX APPEALS ,3
TT4082,REVENUE AUDIT ,3
TT4087,REVENUE ADMINISTRATION ,3
TT4088,TAXATION DATA ANALYSIS ,6
TT4097,RISK MANAGEMENT AND GOVERNANCE STRUCTURES ,3
TT4102,CORPORATION TAX 1 AND 2 ,6
TT4110,FINANCIAL ACCOUNTING 3 ,6
TT4111,FINANCIAL ACCOUNTING 4 ,6
TT4176,PERSONAL TAX 2 ,6
TX4007,TAXATION FOR CORPORATES ,6
TX4008,INTERNATIONAL TAX ,6
TX4204,CAPITAL TAXATION ,6
TX4305,TAXATION THEORY AND PRACTICE ,6
TX4407,CORPORATE TAXATION ,6
TX5001,TAXATION ,6
